2021,26.02,39.83,30.80,2130.00,
2022,23.78,37.07,28.31,2120.00,
2023,23.59,37.14,28.18,2653.57,
2024,22.55,35.51,26.94,3229.17,
2025,23.26,33.83,27.05,3150.00,
