2021,39.70,50.20,43.46,1394.64,
2022,39.65,50.94,43.70,1195.31,
2023,37.79,49.27,41.85,1573.21,
2024,37.29,48.68,41.33,1937.93,
2025,39.86,48.45,42.80,1897.92,
