2021,30.59,44.86,35.66,1772.86,
2022,30.41,44.77,35.51,1574.19,
2023,29.35,42.99,34.21,2061.54,
2024,29.32,42.52,34.04,2527.42,
2025,33.93,48.20,39.12,1988.10,
