2021,19.34,30.68,23.18,2758.33,
2022,19.58,31.35,23.54,2470.00,
2023,19.02,30.61,22.90,3128.57,
2024,17.28,27.63,20.77,4062.50,
2025,18.61,29.90,22.40,3683.33,
