2021,14.38,26.07,18.01,3500.00,
2022,14.34,26.55,18.08,3150.00,
2023,14.30,25.49,17.82,3900.00,
2024,14.30,25.45,17.81,4600.00,
2025,14.60,26.20,18.23,4550.00,
