2021,24.34,36.91,28.72,2003.85,
2022,23.70,35.83,27.94,1825.61,
2023,22.98,34.41,26.99,2345.71,
2024,21.25,32.05,25.03,2975.00,
2025,22.38,33.87,26.40,2700.00,
