2021,32.23,48.88,38.05,1738.00,
2022,32.61,49.90,38.62,1572.92,
2023,32.56,49.86,38.57,1933.33,
2024,32.63,49.99,38.66,2277.08,
2025,33.86,52.23,40.22,2160.00,
