2021,10.25,17.76,12.66,4675.00,
2022,9.67,16.13,11.79,4600.00,
2023,9.67,16.13,11.79,5733.33,
2024,9.30,15.10,11.24,7150.00,
2025,9.50,16.50,11.74,7100.00,
