2021,28.18,41.45,32.69,2121.62,
2022,28.56,42.06,33.14,1882.00,
2023,27.02,40.90,31.74,2409.42,
2024,28.58,42.59,33.40,2725.56,
2025,31.80,46.12,36.67,2380.30,
