2021,31.96,46.72,37.11,1752.68,
2022,32.95,47.84,38.15,1541.76,
2023,33.00,46.89,37.79,1994.83,
2024,33.42,47.37,38.20,2321.05,
2025,34.34,47.99,39.04,2220.83,
