2021,30.99,43.54,35.50,1621.60,
2022,31.24,43.62,35.69,1433.55,
2023,32.47,44.29,36.75,1768.57,
2024,34.52,45.72,38.53,2056.03,
2025,35.20,46.17,39.12,1975.56,
