Model Year,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,Carline Class,Carline Class Desc,,,,,,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,,,,,,,,,,,,,,,,,,,,,,,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,Energy Storage DeviceIf Other,# Batteries,Battery Type Desc,Battery Type If Other,Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,Regen Braking Type If Other,Regen Braking Wheels Source (Front Rear Both),Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,Motor Gen Type If Other,Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe
2021,27.1,45.9,33.2236,1950,4,Compact Cars,,,,,,27.1,45.9,33.2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,,,,4,Compact Cars,car,Derived 5-cycle label,6/3/2020,27528,,N,N,,,N,N,Carryover engine system carryover durability and carryover EDV. All variants/models are AWD.,N,,Y,Timing on both intake and exhaust side.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30,Y,Yes,Blank,,,,,,,33.2,,,5,5,,MVVXJ02.0S30,7,,,,,,,,,,,,,,,,2250,413,277,352,,,,,,,
2021,30.1,50.1,36.6912,1800,4,Compact Cars,,,,,,30.1,50.1,36.6912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,,,,,,,,,,,,,,,,,,,,,,,4,Compact Cars,car,Derived 5-cycle label,6/3/2020,27518,,,N,,,N,N,Carryover engine and catalyst system.,N,,Y,Timing on both intake and exhaust side.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30,Y,Yes,Blank,,,,,,,36.7,,,6,6,,MVVXJ02.0U70,5,,,,,,,,,,,,,,,,1500,376,256,322,,,,,,,
2021,30.2997,47.1487,36.1059,1800,5,Midsize Cars,,,,,,30.2997,47.1487,36.1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,10/16/2020,28389,,N,N,,,N,N,,N,,Y,multi-air electro-hydraulic control,Y,multi-air electro-hydraulic control,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W-30,Y,Yes,,,,,,,,36.4,,,6,6,,MCRXJ02.05P2,3,,,,,,,,,,,,,,,,1500,377,273,330,,,,,,,
2021,21.8,35.8,26.4556,2450,5,Midsize Cars,,,,,,21.8,35.8,26.4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2450,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,11/22/2020,28737,,N,N,,,N,N,,Y,MDS,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W-40,Y,Yes,,,,,,,,26.6,,,4,4,,MCRXJ02.95P0,3,,,,,,,,,,,,,,,,4750,507,349,436,,,,,,,
2021,28.7492,43.9,34.035,1900,5,Midsize Cars,,,,,,28.7492,43.9,34.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,10/16/2020,28391,,N,N,,,N,N,,N,,Y,multi-air electro-hydraulic control,Y,multi-air electro-hydraulic control,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W-30,Y,Yes,,,,,,,,34.3,,,5,5,,MCRXJ02.05P2,3,,,,,,,,,,,,,,,,2000,395,291,348,,,,,,,
2021,32.5601,48.8284,38.3027,1750,5,Midsize Cars,,,,,,32.5601,48.8284,38.3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,10/9/2020,28331,,N,N,,,N,N,Engine Code: DMSA,N,,Y,Electronic control / Hydraulic adjustment,Y,Audi Valve Lift for B-cycle,Battery(s),,1,Lithium Ion,,14,8.8,40,On-Board,,,Not applicable,,,,,,,,1,AC Induction,,1,,,GDI,Spark Ignition Direct Injection,N,N,N,0W-20 VW50800,Y,Yes,,,,,,,,38.6,,,6,6,,MVGAV02.0A7E,5,,,,,,,,,,,,,,,,1250,351,262,311,,,,,,,
2021,30.9018,44.183,35.7357,1800,5,Midsize Cars,,,,,,30.9018,44.183,35.7357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,9/25/2020,28267,,N,N,,,N,N,Engine Code: DPAA,N,,Y,Electronic control / Hydraulic adjustment,Y,Audi Valve Lift System,Battery(s),,1,Lithium Ion,,14,8.8,40,On-Board,,,Not applicable,,,,,,,,1,AC Induction,,1,,,GDI,Spark Ignition Direct Injection,N,N,N,0W-20 VW50800,Y,Yes,261 hp,,,,,,,36,,,6,6,,MVGAJ02.0A7G,5,,,,,,,,,,,,,,,,1500,368,287,331,,,,,,,
2021,29.4676,43.83,34.5644,1900,5,Midsize Cars,,,,,,29.4676,43.83,34.5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,9/18/2020,28257,,N,N,,,N,N,Engine Code: DLHB,N,,Y,Electronic control / Hydraulic adjustment,Y,Audi Valve Lift System,Battery(s),,1,Lithium Ion,,12,8.8,40,On-Board,,,Not applicable,,,,,,,,1,AC Induction,,2,,,GDI,Spark Ignition Direct Injection,N,N,N,0W-20 VW50800,Y,Yes,,,,,,,,34.8,,,5,5,,MVGAV02.0A7M,5,,,MVGAJ02.0A7G,5,,,,,,,,,,,,2000,384,289,341,,,,,,,
2021,28.0412,41.2224,32.7542,2050,5,Midsize Cars,,,,,,28.0412,41.2224,32.7542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2050,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Vehicle Specific 5-cycle label,6/30/2020,27234,,N,N,,,N,N,Engine Code: DLZA,N,,Y,Electro/Hydraulic,Y,Audi Valve System Exhaust valve control,Battery(s),,1,Lithium Ion,,48,9.6,54,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,6,,,GDI,Spark Ignition Direct Injection,N,N,N,0W-20 VW50800,Y,Yes,,,,,,,,33,,,5,5,,MVGAV03.0N7N,5,,,,,,,,,,,,,,,,2750,410,309,364,,,,,,,
2021,28.0412,41.2224,32.7542,2050,5,Midsize Cars,,,,,,28.0412,41.2224,32.7542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2050,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Vehicle Specific 5-cycle label,6/30/2020,27235,,N,N,,,N,N,Engine Code: DLZA,N,,Y,Electro/Hydraulic,Y,Audi Valve System Exhaust valve control,Battery(s),,1,Lithium Ion,,48,9.6,54,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,6,,,GDI,Spark Ignition Direct Injection,N,N,N,0W-20 VW50800,Y,Yes,,,,,,,,33,,,5,5,,MVGAV03.0N7N,5,,,,,,,,,,,,,,,,2750,410,309,364,,,,,,,
2021,22.1,35.4,26.5966,2300,5,Midsize Cars,,,,,,22.1,35.4,26.5966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Vehicle Specific 5-cycle label,6/30/2020,27270,,N,N,,,N,N,Engine Code DECA,N,,Y,Electronic control / Hydraulic adjustment,Y,Audi Valve Lift System,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,0W30 VW50200 / VW50400,N,No,,,,,,,,26.8,,,4,4,,MVGAV02.9N7B,5,,,,,,,,,,,,,,,,4000,492,351,428,,,,,,,
2021,19.2,30.2,22.964,2850,5,Midsize Cars,,,,,,19.2,30.2,22.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Vehicle Specific 5-cycle label,8/21/2020,27708,,N,N,,,N,N,Engine Code: DJPB,Y,Mechanical deactivation of 4 inlet and outlet valves with injection cut-off on these 4 cylinders.,Y,Continuous variable valve timing,N,,Battery(s),,1,Lithium Ion,,48,5.2,54,On-Board,,,Electrical Regen Brake,,Both,N,,,,,2,AC Induction + Other,Three phase asyncronous,5 and 6,,,GDI,Spark Ignition Direct Injection,N,N,N,0W30 VW50200 / VW50400,Y,Yes,,,,,,,,23.1,,,3,3,,MVGAJ04.0NAT,3,,,,,,,,,,,,,,,,6750,600,394,507,,,,,,,
2021,25.8666,39.6776,30.6708,2100,5,Midsize Cars,,,,,,25.8666,39.6776,30.6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/21/2020,27620,,N,N,,,N,N,Engine Code CWGD w/Start-Stop,N,,Y,Electro/Hydraulic,Y,Audi Valve System Exhaust valve control,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20 VW50400,Y,Yes,,,,,,,,30.9,,,5,5,,MVGAJ03.0N7F,5,,,,,,,,,,,,,,,,3000,432,317,380,,,,,,,
2021,24,37.5,28.6396,2200,5,Midsize Cars,,,,,,24,37.5,28.6396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Vehicle Specific 5-cycle label,5/8/2020,27333,,N,N,,,N,N,Engine Code DKMB w/Start-Stop,N,,Y,Electro/Hydraulic,Y,Audi Valve System Exhaust valve control,Battery(s),,1,Lithium Ion,,48,9.6,54,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,6,,,GDI,Spark Ignition Direct Injection,N,N,N,0W30 VW50200 / VW50400,Y,Yes,,,,,,,,28.8,,,4,4,,MVGAV02.9N7S,5,,,,,,,,,,,,,,,,3500,485,319,410,,,,,,,
2021,24,37.5,28.6396,2200,5,Midsize Cars,,,,,,24,37.5,28.6396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Vehicle Specific 5-cycle label,5/8/2020,27332,,N,N,,,N,N,Engine Code DKMB w/Start-Stop,N,,Y,Electro/Hydraulic,Y,Audi Valve System Exhaust valve control,Battery(s),,1,Lithium Ion,,48,9.6,54,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,6,,,GDI,Spark Ignition Direct Injection,N,N,N,0W30 VW50200 / VW50400,Y,Yes,,,,,,,,28.8,,,4,4,,MVGAV02.9N7S,5,,,,,,,,,,,,,,,,3500,485,319,410,,,,,,,
2021,18.8,28.1,22.0899,2850,5,Midsize Cars,,,,,,18.8,28.1,22.0899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,1/8/2021,28773,,N,N,,,N,N,Engine Code: CVDA,Y,Electronic,Y,Continuously Variable,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40 VW50200 / VW50500,Y,Yes,,,,,,,,22.2,,,3,3,,MVGAV04.0PAA,3,,,,,,,,,,,,,,,,6750,586,439,520,,,,,,,
2021,15,26.5,18.6401,3250,5,Midsize Cars,,,,,,15,26.5,18.6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3250,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,9/18/2020,28212,,N,N,,,N,N,Engine Code: DDBB,Y,Hardware based cylinder deactivation utilizing valve deactivation with fuel cut and spark on bank 2 only,Y,INTAKE AND EXHAUST CONTINUOUSLY VARIABLE / MECHNICAL-HYDRAULIC,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDPI,Spark Ignition direct & ported injection,,,N,0W40 VW50200 / VW50500,Y,Yes,,,,,,,,18.8,,,2,2,,MVGAV06.0EAR,3,,,,,,,,,,,,,,,,8750,716,459,601,,,,,,,
2021,32.1207,48.1597,37.7831,1750,5,Midsize Cars,,,,,,32.1207,48.1597,37.7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/7/2020,27904,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,,,,,,38,,,6,6,,MBMXJ02.0B4X,7,,,,,,,,,,,,,,,,1250,353,265,313,,,,,,,
2021,30.0665,45.8771,35.5852,1800,5,Midsize Cars,,,,,,30.0665,45.8771,35.5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/7/2020,27950,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,,,,,,35.8,,,6,6,,MBMXJ02.0B4X,7,,,,,,,,,,,,,,,,1500,374,276,330,,,,,,,
2021,31.8,45.7,36.8427,1800,5,Midsize Cars,,,,,,31.8,45.7,36.8427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/1/2020,28078,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,Battery(s),,1,Lithium Ion,,44,10,40,On-Board,,,Electrical Regen Brake,,Both,N,,,,BSG (Belt-Driven Starter Generator) Engine with 48V Technology; 2.2 kW (30 seconds) 8 kW (10 seconds); Motor/Generator Type: externally excited synchronuous machine (EESM),1,Other,EESM,2,,,GDI,Spark Ignition Direct Injection,N,N,N,0W20,Y,Yes,,,,,,,,37.1,,,6,6,,MBMXV03.0G2X,5,,,,,,,,,,,,,,,,1500,357,278,322,,,,,,,
2021,29.6326,44.6767,34.9247,1900,5,Midsize Cars,,,,,,29.6326,44.6767,34.9247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/15/2020,28017,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,Battery(s),,1,Lithium Ion,,44,10,40,On-Board,,,Electrical Regen Brake,,Both,N,,,,BSG (Belt-Driven Starter Generator) Engine with 48V Technology; 2.2 kW (30 seconds) 8 kW (10 seconds); Motor/Generator Type: externally excited synchronuous machine (EESM),1,Other,EESM,2,,,GDI,Spark Ignition Direct Injection,N,N,N,0W20,Y,Yes,,,,,,,,35.2,,,5,5,,MBMXV03.0G2X,5,,,,,,,,,,,,,,,,2000,381,283,337,,,,,,,
2021,27.9716,40.7749,32.5743,1950,5,Midsize Cars,,,,,,27.9716,40.7749,32.5743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/21/2020,27908,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W-20,Y,Yes,,,,,,,,32.8,,,5,5,,MBMXJ03.0B07,3,,,,,,,,,,,,,,,,2250,402,309,360,,,,,,,
2021,25.6963,38.0686,30.0982,2100,5,Midsize Cars,,,,,,25.6963,38.0686,30.0982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/15/2020,27910,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W-20,Y,Yes,,,,,,,,30.3,,,5,5,,MBMXJ03.0B07,3,,,,,,,,,,,,,,,,3000,435,329,387,,,,,,,
2021,18.0845,29.6466,21.9339,2850,5,Midsize Cars,,,,,,18.0845,29.6466,21.9339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/15/2020,28989,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,22.1,,,3,3,,MBMXJ04.4SM5,3,,,,,,,,,,,,,,,,6750,605,415,520,,,,,,,
2021,18.0845,29.6466,21.9339,2850,5,Midsize Cars,,,,,,18.0845,29.6466,21.9339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/15/2020,28988,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,22.1,,,3,3,,MBMXJ04.4SM5,3,,,,,,,,,,,,,,,,6750,605,415,520,,,,,,,
2021,21.7456,34.4951,26.0839,2450,5,Midsize Cars,,,,,,21.7456,34.4951,26.0839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2450,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/1/2020,27899,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,Y,Yes,,,,,,,,26.3,,,4,4,,MBMXJ04.4N63,3,,,,,,,,,,,,,,,,4750,506,358,439,,,,,,,
2021,18.0845,29.6466,21.9339,2850,5,Midsize Cars,,,,,,18.0845,29.6466,21.9339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/15/2020,27914,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,22.1,,,3,3,,MBMXJ04.4SM5,3,,,,,,,,,,,,,,,,6750,605,415,520,,,,,,,
2021,18.0845,29.6466,21.9339,2850,5,Midsize Cars,,,,,,18.0845,29.6466,21.9339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/15/2020,28977,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,22.1,,,3,3,,MBMXJ04.4SM5,3,,,,,,,,,,,,,,,,6750,605,415,520,,,,,,,
2021,20.8714,34.1672,25.3021,2550,5,Midsize Cars,,,,,,20.8714,34.1672,25.3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2550,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,9/15/2020,27888,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,Y,Yes,,,,,,,,25.5,,,3,3,,MBMXJ04.4N63,3,,,,,,,,,,,,,,,,5250,526,363,453,,,,,,,
2021,30.078,43.3696,34.8897,1900,5,Midsize Cars,,,,,,30.078,43.3696,34.8897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/10/2020,27962,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,,,,,,35.1,,,5,5,,MBMXV02.0M48,3,,,,,,,,,,,,,,,,2000,377,292,339,,,,,,,
2021,30.4632,45.5892,35.8098,1800,5,Midsize Cars,,,,,,30.4632,45.5892,35.8098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/31/2020,27960,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,,,,,,36.1,,,6,6,,MBMXJ02.0B4X,7,,,,,,,,,,,,,,,,1500,372,279,330,,,,,,,
2021,30.7529,45.031,35.8711,1800,5,Midsize Cars,,,,,,30.7529,45.031,35.8711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,8/10/2020,27961,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,,,,,,36.1,,,6,6,,MBMXJ02.0B4X,7,,,,,,,,,,,,,,,,1500,370,283,331,,,,,,,
2021,29,46.4,34.8872,1900,5,Midsize Cars,,,,,,29,46.4,34.8872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,9/28/2020,28261,,N,N,,,N,N,,Y,Active Fuel Management,Y,Cam Phaser,Y,HighLowZero(Cylinder Deactivation),,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,35.1,,,5,5,,MGMXV02.0041,6,,,,,,,,,,,,,,,,2000,389,274,337,,,,,,,
2021,24.9,39.5,29.8679,2200,5,Midsize Cars,,,,,,24.9,39.5,29.8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,9/28/2020,28229,,N,N,,,N,N,,Y,Active Fuel Management,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,Y,Yes,,,,,,,,30.1,,,4,4,,MGMXV03.0043,5,,,,,,,,,,,,,,,,3500,468,320,404,,,,,,,
2021,26.9606,43.7633,32.5916,1950,5,Midsize Cars,,,,,,26.9606,43.7633,32.5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Derived 5-cycle label,9/28/2020,28260,,N,N,,,N,N,,Y,Active Fuel Management,Y,Cam Phaser,Y,HighLowZero(Cylinder Deactivation),,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,32.8,,,5,5,,MGMXV02.0041,6,,,,,,,,,,,,,,,,2250,462,300,389,,,,,,,
